T,Model,Average ⬆️,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K,Type,Architecture,Weight type,Precision,Merged,Hub License,#Params (B),Hub ❤️,Available on the hub,Model sha,Flagged,MoE
🔶,YeungNLP/firefly-zephyr-6x7b-lora,60.13,61.01,82.8,60.09,48.84,77.03,31.01,fine-tuned,Unknown,Adapter,float16,False,?,7.0,0.0,True,ebf239f263dc1bfb7cf2030c96f0e967683e5946,False,False
🔶,MisterRid/wendigo-14b-alpha3,60.1,59.39,79.51,59.72,55.12,74.74,32.15,fine-tuned,Unknown,Original,bfloat16,False,?,14.22,0.0,True,01c9ec549ddc830eaa6639e7e89b6337c51586e3,False,False
🔶,MexIvanov/zephyr-python-ru-merged,60.1,56.06,82.06,60.2,52.81,76.95,32.52,fine-tuned,MistralForCausalLM,Original,float16,False,mit,7.24,0.0,True,046d180301dd6b764fc5def83f39c8b4aa62782f,False,False
⭕,teknium/CollectiveCognition-v1-Mistral-7B,60.1,62.37,85.5,62.76,54.48,77.58,17.89,instruction-tuned,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.0,16.0,True,58777f0563610fa770c4fa252c0350de71d4ab9d,False,False
⭕,MexIvanov/zephyr-python-ru,60.08,56.14,82.03,60.18,52.8,76.8,32.52,instruction-tuned,Unknown,Adapter,float16,False,?,0.0,0.0,True,64a1984f1cba96880047c8f93a83fde9f5b1df35,False,False
🔶,abhishek/ccy0-2g7e-wqsa-0,60.07,58.19,82.19,59.59,49.99,78.22,32.22,fine-tuned,MistralForCausalLM,Original,float16,False,other,7.24,0.0,True,1cd1158f3104fa8ed8469e2b09d674b997e229b4,False,False
🔶,YeungNLP/firefly-zephyr-6x7b,60.06,60.75,82.8,60.03,48.84,77.03,30.93,fine-tuned,MixtralForCausalLM,Original,float16,False,apache-2.0,35.43,1.0,True,8d7ffe152c8dd278fbd8f29a80dfa13b024f3e52,False,False
🔶,Aspik101/llama-30b-2048-instruct-PL-lora_unload,60.03,63.82,84.7,61.49,52.49,79.79,17.89,fine-tuned,LlamaForCausalLM,Original,float16,False,other,30.0,0.0,False,b15f4310ea37fef99e4f16372a4b1f2342e27613,False,False
⭕,Mihaiii/Metis-0.1,60.02,60.15,82.85,61.42,45.24,77.27,33.21,instruction-tuned,MistralForCausalLM,Original,bfloat16,False,mit,7.24,2.0,True,ead51068b4208b37c37733109570b445d086551e,False,False
🔶,Delcos/Velara,60.01,58.96,82.83,59.45,44.7,73.8,40.33,fine-tuned,MistralForCausalLM,Original,float16,False,cc-by-nc-nd-4.0,11.39,9.0,True,0fad8e711563d3a5a4631500d6a1d6b87f10d396,False,False
?,ehartford/WizardLM-33B-V1.0-Uncensored,59.99,63.65,83.84,59.36,56.8,77.66,18.65,,Unknown,Original,float16,False,?,32.32,0.0,True,3eca9fdee0ce28d6a4a635a6f19d9a413caee3e7,False,False
🔶,jebcarter/psyonic-cetacean-20B,59.97,63.57,86.2,59.66,57.55,78.14,14.71,fine-tuned,LlamaForCausalLM,Original,float16,True,other,19.99,12.0,True,298d2086a949d53af06096d229f64f4719261698,True,False
⭕,ericpolewski/AIRIC-The-Mistral,59.95,59.98,82.98,60.67,48.24,76.95,30.86,instruction-tuned,LlamaForCausalLM,Original,float16,False,mit,7.24,2.0,True,b491a2e09079cfd8d388a5a65e2c44910b10aad4,False,False
🔶,CallComply/Starling-LM-11B-alpha,59.92,61.26,81.99,61.5,41.53,78.06,35.18,fine-tuned,MistralForCausalLM,Original,float16,False,cc-by-nc-4.0,10.73,5.0,True,db8cffdb7d63b88239c3b27b5afe1b433400e72f,False,False
🔶,Intel/neural-chat-7b-v3-1,59.9,64.25,82.49,60.79,56.4,77.35,18.12,fine-tuned,MistralForCausalLM,Original,4bit,False,apache-2.0,7.24,506.0,True,3995e9a13d54ce95f0ad55de2eaa92e2dc580174,False,False
🔶,Walmart-the-bag/Yi-6B-Infinity-Chat,59.83,56.57,77.66,64.05,50.75,73.95,36.01,fine-tuned,LlamaForCausalLM,Original,float16,False,cc,6.06,0.0,True,7a441a69e1ebd192fbf52b904589130c3875aacc,False,False
⭕,ehartford/samantha-1.2-mistral-7b,59.83,64.08,85.08,63.91,50.4,78.53,16.98,instruction-tuned,Unknown,Original,bfloat16,False,?,7.11,0.0,True,5574a021f55a446a756dcbc776f1765aefc280a1,False,False
🔶,Aspik101/llama-30b-instruct-2048-PL-lora,59.82,63.31,84.66,61.66,53.35,79.08,16.83,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,other,30.0,0.0,False,1a076bce564f03bd47951eecab628c541fb1a6ad,False,False
🔶,jilp00/Hermes-2-SOLAR-10.7B-Symbolic,59.81,61.69,82.57,65.06,54.85,80.74,13.95,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,10.73,1.0,True,a5e2987baf03cab726e1135877ce3ae319ccd843,False,False
⭕,WizardLM/WizardMath-70B-V1.0,59.81,67.49,86.03,68.44,52.23,81.77,2.88,instruction-tuned,LlamaForCausalLM,Original,8bit,False,llama2,70.0,109.0,True,97e5913edd2c593c3eef12070024674e7ee4e16c,True,True
🔶,HuggingFaceH4/mistral-7b-sft-beta,59.78,57.42,82.23,61.42,43.58,77.58,36.47,fine-tuned,MistralForCausalLM,Original,bfloat16,False,mit,7.0,19.0,True,c985a04e76fb00d3c3f65214d0b02c5a751d2274,False,False
🔶,aloobun/bun_mistral_7b_v2,59.76,59.9,82.65,61.77,40.67,78.3,35.25,fine-tuned,MistralForCausalLM,Original,bfloat16,False,cc,7.24,1.0,True,4b7c558e530a9e887ba38fc5f58caf7b41db608e,False,False
🔶,TheBloke/Llama-2-70B-chat-GPTQ,59.75,62.63,84.81,62.74,50.98,78.69,18.65,fine-tuned,Unknown,Original,GPTQ,False,?,72.82,0.0,True,054fbf6f65e7ab7691ec07ec9ad366acf2dd90bf,False,False
🔶,crumb/apricot-wildflower-20,59.74,59.64,81.76,63.38,41.76,77.9,33.97,fine-tuned,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.24,2.0,True,27610b542c84b446c397dd92cc28d53c278b1ecb,False,False
🔶,adamo1139/Mistral-7B-AEZAKMI-v2,59.69,58.11,82.53,59.89,51.5,73.64,32.45,fine-tuned,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.24,0.0,True,5a1bbf8066d2ff0effdf6ba311f295a1a5b88c65,False,False
🟦,joey00072/ToxicHermes-2.5-Mistral-7B,59.69,64.59,83.75,63.67,50.84,77.9,17.36,RL-tuned,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,15.0,True,b8355885ec4e429f8cf1c7f0c324a696ee7a2893,False,False
🔶,NECOUDBFM/Jellyfish,59.65,63.31,83.19,58.6,53.32,75.85,23.65,fine-tuned,LlamaForCausalLM,Original,float16,True,cc-by-nc-4.0,0.0,16.0,True,33e7aa13e855f0342d7e3173e78142bd5989c671,True,False
⭕,maywell/Synatra-RP-Orca-2-7b-v0.1,59.65,57.68,77.37,56.1,52.52,74.59,39.65,instruction-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,6.74,5.0,True,da80bc823c407c28c464cc0547a8ed9e0ca82f79,False,False
⭕,Locutusque/Orca-2-13B-no_robots,59.63,59.13,79.57,60.28,51.17,80.35,27.29,instruction-tuned,Unknown,Original,float16,False,?,13.02,0.0,True,6f32722f7d24501036698cbca9c7a3e2336f071f,False,False
🔶,NousResearch/Yarn-Mistral-7b-64k,59.63,59.9,82.51,62.96,41.86,77.27,33.28,fine-tuned,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.0,38.0,True,0273c624561fcecc8e8f4030492a9307aa60f945,False,False
🔶,sequelbox/DiamondForce,59.63,62.12,83.43,58.1,46.46,79.01,28.66,fine-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,13.02,0.0,True,e92bbb8e6373408235e30cebcf4a71cc319b0ae3,False,False
🔶,migtissera/SynthIA-7B-v1.5,59.59,62.71,83.37,63.48,51.32,79.24,17.44,fine-tuned,MistralForCausalLM,Original,float16,False,apache-2.0,7.0,4.0,True,5a9912ef90a0efc1aaea327e5cf3e9554c8bd897,False,False
🔶,ValiantLabs/ShiningValiantXS,59.56,58.96,81.93,56.75,48.7,76.95,34.04,fine-tuned,LlamaForCausalLM,Original,float16,False,llama2,13.02,8.0,True,8c1f86bd2e646408eed2ed3a2634b38ea4e5c599,False,False
🔶,maywell/Synatra-RP-Orca-2-7b-v0.1,59.55,57.42,77.31,56.12,52.55,74.43,39.5,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,6.74,5.0,True,da80bc823c407c28c464cc0547a8ed9e0ca82f79,False,False
🟢,internlm/internlm-20b,59.55,60.49,82.13,61.85,52.61,76.72,23.5,pretrained,InternLMForCausalLM,Original,float16,False,apache-2.0,20.0,69.0,True,b8825fe3394608fe84f0f5eb6471454384fb83aa,False,False
🔶,perlthoughts/Chupacabra-v3,59.52,66.21,81.29,59.36,57.85,77.43,15.01,fine-tuned,Unknown,Original,float16,False,?,7.24,0.0,True,1dfa5e16d4be646b496d657d86554482ad48b3c9,False,False
🔶,TheBloke/WizardLM-30B-fp16,59.51,62.54,83.28,59.03,52.49,77.51,22.21,fine-tuned,LlamaForCausalLM,Original,float16,True,other,30.0,10.0,True,465f87a243969963f25ae6cf8f8d2de6c0898bbe,True,False
?,TheBloke/gpt4-alpaca-lora-30b-HF,59.51,64.85,85.72,58.51,52.24,80.19,15.54,,LlamaForCausalLM,Original,float16,True,other,30.0,11.0,True,3c8007467a081dc72ae09b9d358416b056b38920,True,False
🔶,HuggingFaceH4/zephyr-7b-alpha,59.5,61.01,84.04,61.39,57.9,78.61,14.03,fine-tuned,MistralForCausalLM,Original,bfloat16,False,mit,7.24,1020.0,True,2cd2cd16a6ab22585d643cf264fac73b18e7852a,False,False
🔶,Weyaxi/HelpSteer-filtered-7B,59.49,59.56,83.32,63.52,41.11,76.01,33.43,fine-tuned,MistralForCausalLM,Original,float16,False,cc-by-4.0,7.24,0.0,True,0f14404caa1b4609bb2f50714df973223f443e40,False,False
🔶,diffnamehard/Psyfighter2-Noromaid-ties-13B,59.47,61.86,84.58,57.04,50.66,75.37,27.29,fine-tuned,LlamaForCausalLM,Original,float16,True,cc-by-nc-4.0,13.02,0.0,True,191d13355682a875a24d2ebdd3322df55d6f9954,False,False
?,LLMs/WizardLM-30B-V1.0,59.45,62.54,83.27,59.05,52.49,77.51,21.83,,LlamaForCausalLM,Original,float16,False,gpl-3.0,30.0,2.0,False,75318440dba949804d6263d368e1f29a94ea7c5f,False,False
🔶,NousResearch/Yarn-Mistral-7b-128k,59.42,59.64,82.5,63.02,41.78,76.95,32.6,fine-tuned,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.0,505.0,True,d09f1f8ed437d61c1aff94c1beabee554843dcdd,False,False
⭕,hywu/Camelidae-8x13B,59.4,61.18,82.73,57.21,43.37,77.35,34.57,instruction-tuned,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,13.0,1.0,True,857292e46549732062a27eb965f3c9869dc62794,True,True
🔶,migtissera/Tess-XS-v1.1,59.39,63.91,84.06,63.07,49.92,79.16,16.22,fine-tuned,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,3.0,True,e8850e534a3a9f602f72201b09c7ef8f879c1c0b,False,False
⭕,deepseek-ai/deepseek-llm-7b-chat,59.38,55.8,79.38,51.75,47.98,74.82,46.55,instruction-tuned,LlamaForCausalLM,Original,bfloat16,False,other,7.0,48.0,True,afbda8b347ec881666061fa67447046fc5164ec8,False,False
🔶,CallComply/openchat-3.5-0106-128k,59.38,64.25,77.31,57.58,46.5,77.66,32.98,fine-tuned,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.24,3.0,True,35cf427cc9af94533baeea8afa1428a0eff78f3f,False,False
🔶,TheBloke/OpenAssistant-SFT-7-Llama-30B-HF,59.34,60.58,82.17,57.93,46.94,78.61,29.8,fine-tuned,LlamaForCausalLM,Original,float16,True,other,30.0,14.0,True,a7a2306b9a63de2c545f35b24735f4540baf5903,True,False
🔶,migtissera/SynthIA-7B-v1.3,59.34,62.12,83.45,62.65,51.37,78.85,17.59,fine-tuned,MistralForCausalLM,Original,float16,False,apache-2.0,7.0,137.0,True,8e6d0b18be876e0ebfff47d6c4f33d776f189971,False,False
?,bavest/fin-llama-33b-merged,59.33,65.02,86.2,58.73,49.75,80.03,16.22,,LlamaForCausalLM,Original,float16,False,gpl,33.0,13.0,True,17114520801da7b9599fe7a9fdf238915713a59b,False,False
🟦,dhanushreddy29/BrokenKeyboardMerge,59.33,59.73,81.25,58.36,52.0,78.69,25.93,RL-tuned,LlamaForCausalLM,Original,float16,True,cc-by-nc-4.0,7.24,0.0,True,79693860dd86978c3b3de3fefe3b0664c9183e07,False,False
🔶,Walmart-the-bag/MysticFusion-13B,59.31,61.35,84.43,57.29,51.98,76.01,24.79,fine-tuned,LlamaForCausalLM,Original,float16,False,llama2,13.02,2.0,True,02255943c6eff59ef6bd17e1a43a37ce3751ff5e,False,False
🔶,ariellee/SuperPlatty-30B,59.3,65.78,83.95,62.57,53.52,80.35,9.63,fine-tuned,Unknown,Original,float16,False,?,32.32,0.0,True,017e1c32bca060107337dbf26db2044a7caa56f2,False,False
🔶,SuperAGI/SAM,59.3,59.39,82.31,62.15,52.64,76.4,22.9,fine-tuned,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,24.0,True,ce1fb6a278121df73eee5d7d39dc0d30b214a1b5,False,False
🔶,deepseek-ai/deepseek-llm-7b-chat,59.27,55.72,79.38,51.77,47.92,74.9,45.94,fine-tuned,LlamaForCausalLM,Original,float16,False,other,7.0,48.0,True,afbda8b347ec881666061fa67447046fc5164ec8,False,False
⭕,Norquinal/Mistral-7B-claude-instruct,59.27,63.23,84.99,63.84,47.47,78.14,17.97,instruction-tuned,MistralForCausalLM,Original,float16,False,cc-by-nc-4.0,7.0,3.0,True,faff0de73681ad1f0500169ae18d7a5ff424eb7f,False,False
🔶,Sao10K/Venomia-1.1-m7,59.27,58.45,83.04,56.39,47.21,74.43,36.09,fine-tuned,MistralForCausalLM,Original,bfloat16,False,cc-by-nc-4.0,0.0,2.0,True,00dd78ef6ee386c860f9136b9ef703a4c141e7f3,False,False
⭕,mergedlm/zephyrnotus-11b-alpha,59.26,61.35,82.8,60.67,57.22,76.4,17.13,instruction-tuned,MistralForCausalLM,Original,bfloat16,True,other,10.73,0.0,False,a6f74e800b6c77261a1d212bb3e6b2752cbedef9,False,False
⭕,maywell/Synatra-7B-v0.3-RP,59.26,62.2,82.29,60.8,52.64,76.48,21.15,instruction-tuned,MistralForCausalLM,Original,float16,False,cc-by-nc-4.0,7.0,18.0,True,372f6e0ab2c20b93e0c42218f76a71a4f9bb282e,False,False
🔶,BlueNipples/TimeCrystal-l2-13B,59.26,61.18,83.71,56.46,51.3,75.37,27.52,fine-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,13.0,12.0,True,f0076c437e766880841dc1768693dc745d093b8b,False,False
🔶,sethuiyer/Dr_Samantha_7b_mistral,59.25,60.41,83.65,63.14,41.37,75.45,31.46,fine-tuned,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.24,1.0,True,e0201aa9423f082a4182cbf910d75ba438528ddb,False,False
🔶,gaodrew/gaodrew-llama-30b-instruct-2048-Open-Platypus-100steps,59.22,61.52,84.06,60.23,51.05,80.82,17.66,fine-tuned,LlamaForCausalLM,Original,4bit,False,,30.0,0.0,False,1114ff08ed15ef417502da58f0237d2f6650c9ce,False,False
🟢,Qwen/Qwen-7B,59.19,51.37,78.47,59.84,47.79,72.69,44.96,pretrained,QWenLMHeadModel,Original,float16,False,other,7.72,321.0,True,c9bdb955021a80ae26fa6978891996dbe4951d8d,False,False
🔶,bofenghuang/vigostral-7b-chat,59.18,62.63,84.34,63.53,49.24,78.61,16.76,fine-tuned,MistralForCausalLM,Original,float16,False,apache-2.0,7.0,21.0,True,969fbfc7a91f53c8562a2c48a3c24dd3745d5a97,False,False
🟦,maywell/PiVoT-0.1-Evil-a,59.16,59.64,81.48,58.94,39.23,75.3,40.41,RL-tuned,MistralForCausalLM,Original,float16,False,cc-by-sa-4.0,7.24,28.0,True,b6e20287ba4156f06b4288d4003acc677040527f,False,False
⭕,FPHam/Karen_TheEditor_V2_STRICT_Mistral_7B,59.13,59.56,81.79,59.56,49.36,74.35,30.17,instruction-tuned,MistralForCausalLM,Original,float16,False,llama2,7.24,9.0,True,0935960b2765aa23d7a63c49873361b09dd12f60,False,False
⭕,PeanutJar/Mistral-v0.1-PeanutButter-v0.0.0-7B,59.09,62.2,84.1,64.14,46.94,78.69,18.5,instruction-tuned,Unknown,Original,float16,False,?,7.24,0.0,True,9609a969ba6429b84e538d96afac55eb133a9983,False,False
🔶,NeverSleep/Noromaid-7B-0.4-DPO,59.08,62.29,84.32,63.2,42.28,76.95,25.47,fine-tuned,MistralForCausalLM,Original,float16,False,cc-by-nc-4.0,7.24,7.0,True,47a417a2167064112038e71f2be30d7293eb485d,True,True
🔶,abdulrahman-nuzha/finetuned-Mistral-5000-v1.0,59.08,59.9,82.37,61.68,41.17,78.3,31.08,fine-tuned,MistralForCausalLM,Original,4bit,False,apache-2.0,0.0,0.0,True,e8050c54d484d7e0a885b9d97a0781f0dd2e745e,False,False
🔶,HuggingFaceH4/zephyr-7b-beta,59.08,62.03,84.53,61.06,57.44,78.06,11.37,fine-tuned,MistralForCausalLM,Original,float16,False,mit,7.24,1187.0,True,8af01af3d4f9dc9b962447180d6d0f8c5315da86,False,False
⭕,osanseviero/mistral-instruct-slerp,59.08,57.42,78.34,55.19,57.61,75.14,30.78,instruction-tuned,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.24,0.0,True,1994dd1daadcfd88c471531e6a264271d6e07b4d,False,False
🔶,NurtureAI/openchat_3.5-16k,59.03,63.31,83.58,61.9,43.47,80.11,21.83,fine-tuned,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,30.0,True,e8d66e7fb2ebb918f468137ea5fa3dc13ddc69da,False,False
⭕,garage-bAInd/Platypus-30B,59.03,64.59,84.26,64.23,45.35,81.37,14.4,instruction-tuned,LlamaForCausalLM,Original,float16,False,other,32.53,18.0,True,c5d21054f8dd71099696bd7790df07ac54990f29,False,False
🔶,lilloukas/Platypus-30B,59.03,64.59,84.24,64.19,45.35,81.37,14.4,fine-tuned,Unknown,Original,float16,False,?,32.32,0.0,True,979ad39b58a8e4a9419b7bc7a0dc8419f3912e71,False,False
🔶,TheBloke/orca_mini_v3_13B-GPTQ,59.01,61.95,81.56,56.1,49.22,75.77,29.49,fine-tuned,LlamaForCausalLM,Original,GPTQ,False,other,16.23,11.0,True,7b7a2dcd946f393e26215268c4c7e0699be2bbd8,False,False
⭕,Weyaxi/zephyr-alpha-Nebula-v2-7B,59.01,58.62,83.05,56.68,58.28,73.56,23.88,instruction-tuned,MistralForCausalLM,Original,float16,False,cc-by-nc-4.0,7.24,0.0,True,e8f1fd1acceda7fb662340f5afe312a7ef030374,False,False
🔶,unaidedelf87777/wizard-mistral-v0.1,59.01,61.77,83.51,63.99,47.46,78.3,19.03,fine-tuned,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,1.0,True,b66724f8195e7b76289f8f3f72a98392557c46ad,False,False
?,ehartford/samantha-1.1-llama-33b,58.98,67.83,85.55,58.79,61.19,76.48,4.02,,Unknown,Original,float16,False,?,32.32,0.0,True,ad8892a17be1372f611203a4cf71560cc337e458,False,False
⭕,osanseviero/mistral-instruct-frankenmerge,58.96,58.19,83.26,59.53,66.48,75.06,11.22,instruction-tuned,MistralForCausalLM,Original,bfloat16,True,apache-2.0,8.99,1.0,True,af5cbc3a435aab75424e4ecc75f041f2eda133ec,False,False
🔶,Dans-DiscountModels/Mistral-7b-FFT-Test3,58.96,60.24,82.36,62.2,44.36,77.82,26.76,fine-tuned,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.0,1.0,True,ff6ab8204162794d7d74297d60acb741c2ef8e3a,False,False
🔶,migtissera/Tess-XS-v1.0,58.95,61.43,83.82,64.1,47.12,78.93,18.27,fine-tuned,Unknown,Original,float16,False,?,7.24,0.0,True,a581ab1793366ff2d5f3c966ff0e7b8b1149d775,False,False
🔶,NeverSleep/Noromaid-7B-0.4-DPO,58.93,62.2,84.41,63.14,42.34,76.95,24.56,fine-tuned,MistralForCausalLM,Original,bfloat16,False,cc-by-nc-4.0,7.24,7.0,True,47a417a2167064112038e71f2be30d7293eb485d,True,True
🔶,Henk717/chronoboros-33B,58.92,63.91,85.0,59.44,49.83,80.35,15.01,fine-tuned,LlamaForCausalLM,Original,float16,False,other,33.0,9.0,True,a4deca117c5fa48f2cdc49ed2e2596046201d688,False,False
⭕,akjindal53244/Mistral-7B-v0.1-Open-Platypus,58.92,62.37,85.08,63.79,47.33,77.66,17.29,instruction-tuned,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.0,6.0,True,aa2c84e89c4c8a10e0569e45021b59e6d1c08bda,False,False
🔶,mwitiderrick/SwahiliInstruct-v0.1,58.92,57.59,80.92,57.0,58.08,74.66,25.25,fine-tuned,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,0.0,True,06ae9044dac3c8f7cf67f4fd33986c5b79dbe69e,False,False
🔶,upstage/llama-30b-instruct,58.91,62.46,86.23,59.37,52.78,80.51,12.13,fine-tuned,LlamaForCausalLM,Original,float16,False,,30.0,22.0,False,fea4312379557e8a1e8073965f560798de369edd,False,False
⭕,mncai/Mistral-7B-OpenOrca-1k,58.9,62.97,84.66,62.2,52.96,78.61,11.98,instruction-tuned,LlamaForCausalLM,Original,bfloat16,False,,7.0,3.0,False,ae9e37811a54ffe45f41a572c7e68363aa11b062,False,False
🔶,openaccess-ai-collective/manticore-30b-chat-pyg-alpha,58.86,64.16,84.38,57.49,51.57,79.48,16.07,fine-tuned,LlamaForCausalLM,Original,float16,True,,32.53,13.0,False,0cff8e9718e57202171003d556d2e6630061879d,True,False
🔶,uukuguy/speechless-code-mistral-7b-v1.0,58.85,60.58,83.75,62.98,47.9,78.69,19.18,fine-tuned,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.0,10.0,True,753852b8cb52dc5f0411568e98c0cb445a7835dc,False,False
⭕,qblocks/mistral_7b_norobots,58.85,58.96,80.57,57.66,41.91,75.61,38.36,instruction-tuned,Unknown,Adapter,float16,False,?,7.0,0.0,True,36dde2c5b08140d612042d1ae047dd7551b7e15b,False,False
?,Henk717/airochronos-33B,58.84,64.42,85.21,59.79,50.59,79.32,13.72,,LlamaForCausalLM,Original,float16,False,other,32.53,5.0,True,06843c6693cc265dabb464c818a3d3713239721a,False,False
🔶,NeverSleep/Mistral-11B-SynthIAirOmniMix,58.84,62.46,83.13,63.47,55.69,76.4,11.9,fine-tuned,MistralForCausalLM,Original,bfloat16,True,cc-by-nc-4.0,10.73,3.0,True,19694dc88e74a018d54bac6070cf521dff6d4397,True,False
⭕,PulsarAI/Nebula-v2-7B,58.82,58.7,83.06,57.61,46.72,75.14,31.69,instruction-tuned,Unknown,Original,float16,False,?,7.24,0.0,True,d2a5611f7d7c37bfa2270d1823bceef01c0be383,False,False
🔶,ajibawa-2023/scarlett-33b,58.81,67.75,85.48,58.98,61.05,76.8,2.81,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,cc-by-nc-nd-4.0,33.0,23.0,True,305eea72fb9fe2ac5929a62483ea51f152bcc060,False,False
🔶,Dans-DiscountModels/Mistral-7b-FFT-Test3,58.79,60.41,82.31,62.45,44.33,77.58,25.63,fine-tuned,MistralForCausalLM,Original,float16,False,apache-2.0,7.0,1.0,True,ff6ab8204162794d7d74297d60acb741c2ef8e3a,False,False
🔶,NeverSleep/Noromaid-13b-v0.3,58.77,62.8,84.42,56.86,50.73,74.74,23.05,fine-tuned,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,13.02,15.0,True,1013d7e539e53c15e5285ed27902a713c8caad09,True,True
🔶,YeungNLP/firefly-llama-30b,58.77,64.25,83.64,58.23,53.2,77.43,15.85,fine-tuned,LlamaForCausalLM,Original,float16,False,,30.0,0.0,False,7f035eabd1d0e7b38ace395847a623f475d90da8,False,False
🔶,Henk717/airochronos-33B,58.75,64.25,85.2,59.83,50.56,79.08,13.57,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,other,32.53,5.0,True,06843c6693cc265dabb464c818a3d3713239721a,False,False
🔶,jondurbin/airoboros-m-7b-3.1.2,58.75,61.86,83.51,61.91,53.75,77.58,13.87,fine-tuned,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.24,38.0,True,e9a7f0271fa442d65bf6be87feeb3f4de2f5760e,False,False
🔶,TheBloke/dromedary-65b-lora-HF,58.73,61.6,82.53,63.08,38.82,78.93,27.45,fine-tuned,LlamaForCausalLM,Original,float16,True,other,65.0,20.0,True,3fa4546259d6bbd6b5d637484c325ab19181a73c,True,False
🔶,ausboss/llama-30b-supercot,58.73,64.85,85.08,56.56,53.96,80.03,11.9,fine-tuned,LlamaForCausalLM,Original,float16,False,,30.0,126.0,False,dc9d81f454d286ea040c5cd45b058aecaa51c13e,False,False
🔶,openbmb/UltraLM-13b-v2.0,58.72,62.63,81.49,56.17,49.48,76.48,26.08,fine-tuned,LlamaForCausalLM,Original,float16,False,mit,13.0,7.0,False,a452045c96ae62379a98ef0d85666616a66e78a6,False,False
🔶,uukuguy/CollectiveCognition-v1.1-Mistral-7B-dare-0.85,58.72,61.01,84.31,64.34,44.87,78.85,18.95,fine-tuned,MistralForCausalLM,Original,float16,False,llama2,7.0,2.0,True,7ecfa4c5b100565bf8cfdfa7442e9772d28a9a23,False,False
🔶,Aeala/GPT4-x-AlpacaDente2-30b,58.71,60.58,81.81,56.63,48.38,78.14,26.76,fine-tuned,LlamaForCausalLM,Original,float16,False,,30.0,32.0,False,9fe5a8dada738f44e7ee9293b2140ae0be021787,False,False
⭕,bhenrym14/mistral-7b-platypus-fp16,58.71,63.05,84.15,64.11,45.07,78.53,17.36,instruction-tuned,MistralForCausalLM,Original,bfloat16,False,,7.24,5.0,False,d836a261afa0871d3734a7dfd1a28dc23c173ea7,False,False
🔶,jilp00/Nous-Hermes-2-SOLAR-10.7B-v1.1,58.69,63.99,82.72,65.85,56.97,81.22,1.36,fine-tuned,Unknown,Original,float16,False,?,10.73,0.0,True,8e1cbfa67643f49be67a6021db933cdd941a6d2f,False,False
⭕,Weyaxi/Dolphin-Nebula-7B,58.69,55.2,78.57,53.44,57.97,73.88,33.06,instruction-tuned,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,0.0,True,c14b3545066e5ee5562c1724a037b41db95f1f0d,False,False
🔶,CausalLM/72B-preview-canary-llamafied-qwen-llamafy-unbias-qkv,58.67,53.07,63.13,67.39,57.62,75.14,35.63,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,gpl-3.0,72.0,2.0,True,dc66cf314292f3bfd5a2eed74018671effac6405,False,False
⭕,PeanutJar/Mistral-v0.1-PeanutButter-v0.0.2-7B,58.66,61.77,84.11,64.38,45.92,78.37,17.44,instruction-tuned,Unknown,Original,float16,False,?,7.24,0.0,True,f4d471d7a9447d0969a58d5b3146d50cfa3005b3,False,False
🔶,microsoft/Orca-2-13b,58.64,60.67,79.81,60.37,56.41,76.64,17.97,fine-tuned,LlamaForCausalLM,Original,float16,False,other,13.0,598.0,True,2539ff53e6baa4cc603774ad5a2d646f4041ea4e,True,True
🔶,dfurman/falcon-40b-openassistant-peft,58.63,62.63,85.59,57.77,51.02,81.45,13.34,fine-tuned,Unknown,Adapter,float16,False,?,40.0,0.0,True,3d5084b6fbcb9f9f36493d9fd1e3795b0b9860f0,False,False
